B3SA3	ITUB4	PETR4	BBDC4	PETR3	ABEV3	MGLU3	WEGE3	BBAS3	ITSA4	JBSS3	SUZB3	VALE3	NTCO3	LREN3	GNDI3	RENT3	LAME4	VVAR3	BBDC3	EQTL3	RAIL3	RADL3	BTOW3	VIVT4	UGPA3	BPAC11	GGBR4	SBSP3	BBSE3	BRFS3	KLBN11	BRDT3	CCRO3	HAPV3	HYPE3	SULA11	COGN3	CSAN3	TIMP3	ELET3	ENGI11	EGIE3	TOTS3	SANB11	CMIG4	BRAP4	IRBR3	YDUQ3	CSNA3	BRML3	ELET6	QUAL3	CRFB3	FLRY3	MRFG3	AZUL4	CYRE3	BRKM5	MULT3	GOAU4	EMBR3	CIEL3	MRVE3	ENBR3	CPFE3	USIM5	BEEF3	CVCB3	IGTA3	GOLL4	ECOR3	HGTX3
45.32	30.9	25.3	27.12	26.56	14.5	50.19	43.83	45.59	11.8	22.08	38.13	44.47	45.53	50.87	61.69	49.16	26.03	14.08	24.12	23.93	21.36	112.94	62.5	51.78	18.91	65.34	17.06	57.86	30.52	27.53	19.33	25.63	15.84	53.23	33.54	52.72	9.94	70.67	16.17	32.14	54.34	45.56	24.44	37.77	12.88	32.89	31.03	50.35	11.31	16.33	34.04	34.9	19.6	28.57	12.05	45.13	29.21	27.4	30.69	7.85	17.18	6.49	18.17	19.85	33.69	8.11	11.64	26.21	50.06	26.4	15.54	21.63
47.25	31.82	25.34	27.63	26.88	14.54	50.46	43.01	46.66	11.94	22.19	38.14	44.31	45.51	53.11	63.02	49.35	26.6	13.81	24.7	24.34	21.12	119.56	61.94	51.68	19.08	67.18	16.9	57.12	30.89	27.04	19.25	25.52	16.33	55.18	33.77	53.18	10.09	71.64	16.13	33.13	53.67	46.67	23.56	39.28	13.13	33.39	30.23	50.93	11.17	16.34	34.28	34.25	20.68	29.76	12.07	44.44	29.54	26.89	30.52	7.93	16.96	6.85	19.49	20.19	33.59	8.09	11.62	25.73	49.54	25.6	15.78	22.27
49.22	31.72	26.53	28.0	27.82	14.72	52.49	46.84	46.95	12.26	22.89	39.65	46.36	44.81	52.81	63.82	49.66	26.65	14.34	24.99	25.56	21.71	124.22	63.13	53.51	19.72	67.92	17.31	58.47	30.65	28.2	20.33	25.92	16.64	54.54	39.39	52.23	10.25	73.97	16.6	33.99	55.61	47.63	24.62	39.14	13.53	34.59	27.59	49.19	12.34	16.75	34.34	35.06	21.49	30.9	12.9	45.19	30.33	27.5	31.68	8.22	17.15	7.08	19.32	20.59	35.06	8.39	12.08	23.0	51.33	26.11	16.28	22.71
48.83	31.14	26.05	27.27	27.23	14.74	52.79	47.76	45.57	12.08	22.17	39.94	46.35	44.5	53.14	63.78	49.47	27.09	14.37	24.58	25.43	21.03	124.54	66.28	54.15	19.98	63.84	17.46	58.33	29.71	26.15	20.8	25.68	16.44	55.4	40.42	51.55	10.49	74.38	16.47	33.61	56.94	47.66	24.32	38.15	13.56	34.1	25.46	50.14	12.16	16.54	34.16	36.69	21.89	30.62	12.3	44.0	30.27	28.08	31.22	8.17	16.91	7.2	18.67	20.17	35.05	8.21	11.97	22.51	50.33	25.12	15.99	22.46
49.01	31.44	26.89	27.57	27.94	15.31	52.39	48.3	45.62	12.15	23.16	43.54	48.57	44.17	54.35	62.79	50.6	27.7	14.98	24.77	26.55	21.29	124.55	68.35	56.01	19.95	65.46	18.33	61.07	30.1	26.66	22.06	25.91	16.55	53.51	41.14	51.56	10.43	75.45	17.2	34.71	59.63	49.89	24.56	37.98	14.18	35.05	17.32	49.09	12.31	16.98	34.85	36.0	22.29	31.01	12.73	44.75	31.87	28.98	32.24	8.65	17.24	7.37	19.04	21.22	36.97	8.79	12.2	22.18	52.28	24.81	16.2	22.82
46.37	30.36	25.29	26.67	26.54	15.23	47.74	46.55	42.92	11.78	21.7	42.62	46.85	41.25	51.61	59.8	48.06	25.94	13.96	24.04	25.45	20.9	123.86	62.14	55.33	18.1	59.66	17.43	58.49	29.52	25.6	21.59	24.56	15.35	51.28	40.08	49.47	9.98	70.49	16.72	33.67	56.44	47.92	23.06	36.82	13.51	33.45	14.52	45.74	11.94	15.84	34.47	33.16	21.27	29.99	11.83	38.25	29.13	26.74	30.22	8.15	16.55	6.88	17.27	20.56	35.74	8.32	11.3	20.0	49.21	20.65	15.1	21.48
45.75	29.72	22.83	25.91	23.82	15.32	45.28	43.87	42.12	11.51	20.54	40.03	44.61	39.8	50.6	58.8	44.87	23.85	11.56	23.28	24.58	19.3	122.81	56.07	54.78	17.2	57.3	16.15	55.78	29.56	23.11	20.98	24.09	14.41	50.0	39.01	48.21	9.0	67.91	16.31	31.04	54.9	47.14	21.55	35.98	12.88	32.46	14.88	43.77	11.1	15.01	32.89	32.73	21.31	29.56	11.26	38.68	27.48	25.07	29.46	7.6	15.92	6.5600000000000005	17.3	19.93	34.98	7.8	10.4	22.88	47.65	21.05	14.36	20.69
40.26	27.66	16.05	24.04	16.75	14.67	40.32	39.62	37.47	10.78	17.59	37.95	37.83	36.0	45.83	50.83	39.64	21.91	9.58	21.0	21.96	17.35	115.57	49.08	51.05	15.41	46.95	13.25	50.55	27.53	20.0	19.59	21.71	12.7	45.11	34.96	41.33	7.54	61.68	15.11	26.43	50.52	43.96	19.35	32.41	11.57	27.5	12.51	39.34	8.29	13.85	28.52	28.6	20.23	27.01	8.57	32.1	22.9	21.88	26.89	6.25	14.96	6.02	15.35	18.84	32.14	6.54	8.54	19.5	41.75	17.38	12.02	18.67
45.28	28.35	17.56	24.62	18.18	14.42	46.94	41.77	39.44	11.01	20.29	38.86	44.81	39.1	50.07	54.76	41.79	23.55	11.62	21.6	22.21	18.55	116.47	54.73	52.47	17.88	50.97	14.34	53.2	28.12	20.84	19.71	23.84	14.9	48.88	36.64	44.9	8.15	65.86	15.51	30.39	51.2	46.15	20.67	33.1	11.89	31.46	12.46	44.18	9.36	14.29	30.97	30.87	21.14	27.27	9.92	36.18	24.93	25.12	28.03	6.79	15.17	6.34	16.58	19.2	32.58	7.05	8.85	21.76	44.23	18.32	13.8	20.2
41.88	26.04	15.85	22.63	16.21	13.75	43.03	39.07	36.03	10.35	18.55	35.46	40.74	35.91	46.92	48.83	38.81	21.65	11.0	19.89	21.12	17.12	114.68	51.61	52.73	16.67	44.16	12.69	49.1	26.94	18.5	18.2	22.19	14.11	44.98	34.27	41.77	7.55	58.26	15.7	27.83	47.86	44.46	19.48	30.36	10.71	28.94	11.55	41.57	8.01	12.48	29.49	28.85	20.43	26.2	9.18	30.25	24.06	21.75	25.97	5.97	14.22	5.95	15.78	18.42	30.35	6.44	8.56	19.24	40.63	15.65	13.25	18.86
36.31	23.48	12.6	19.59	12.79	11.58	33.96	32.89	31.25	9.23	16.37	29.74	35.35	28.51	43.05	41.26	32.87	17.74	8.5	17.36	18.83	14.29	99.96	42.85	47.95	13.13	32.3	10.6	41.65	24.45	15.25	15.8	18.8	11.87	38.95	30.59	36.39	5.98	47.52	13.38	22.76	41.0	43.05	17.01	26.26	8.64	26.08	8.32	35.92	6.57	11.3	23.79	24.56	17.99	22.8	7.34	20.3	18.13	16.5	22.44	4.7	10.46	4.6899999999999995	12.6	16.07	26.35	5.55	6.97	13.64	34.92	9.97	10.79	14.83
40.24	26.08	15.4	22.9	15.7	12.7	41.95	34.42	36.49	10.16	20.4	31.58	42.9	33.0	46.61	46.04	35.86	21.47	9.71	20.19	20.04	17.45	104.7	54.59	51.71	16.2	41.31	12.45	48.92	25.81	16.49	16.16	20.19	14.5	43.6	32.89	37.89	6.67	54.29	14.32	26.93	46.21	47.32	19.13	29.54	9.88	30.84	9.09	33.76	7.9399999999999995	11.93	27.65	26.0	19.31	23.6	9.19	24.71	20.85	19.77	23.85	5.67	11.68	5.67	13.97	17.8	28.66	6.46	7.96	15.35	36.83	11.17	13.13	16.41
33.75	23.68	13.09	19.63	13.0	11.03	34.03	27.32	30.4	9.06	17.49	28.37	39.04	25.0	36.77	40.61	27.45	17.49	7.5600000000000005	17.29	18.32	14.56	94.73	49.33	49.3	12.74	34.92	10.69	46.18	23.35	13.25	13.79	17.4	11.9	36.99	27.89	31.24	5.29	48.21	12.96	22.56	42.91	42.77	16.43	26.01	8.77	27.36	7.95	25.26	7.19	9.96	23.51	22.0	17.59	20.0	7.58	15.6	16.89	16.98	18.51	5.04	10.0	5.0	12.73	15.96	26.57	5.83	7.0	10.4	28.83	8.04	10.84	13.82
34.98	25.07	13.0	21.21	12.95	11.69	35.53	28.59	31.87	9.5	18.21	28.0	41.51	27.84	38.4	41.46	27.65	18.4	7.04	18.4	19.53	16.6	102.97	53.52	53.0	14.0	34.8	10.82	44.71	25.86	14.25	14.28	17.85	12.05	37.57	30.71	30.08	5.91	50.96	14.14	23.27	45.23	45.98	16.8	27.2	9.33	29.19	8.05	26.13	7.74	10.51	24.34	23.32	19.79	21.11	7.9	15.23	16.69	17.08	19.5	5.04	10.48	5.46	12.86	16.7	27.6	5.79	7.11	9.95	30.55	7.78	11.37	14.99
32.29	23.33	11.29	18.73	10.94	11.19	28.78	26.38	26.61	9.03	16.47	24.62	38.65	25.2	31.88	33.39	23.83	16.17	4.82	16.91	17.77	15.32	100.52	50.83	52.62	12.07	31.82	9.51	36.74	26.04	13.01	12.81	15.26	10.68	31.71	28.79	26.07	4.75	45.04	13.55	18.73	39.8	43.1	14.23	25.42	8.63	27.89	6.55	23.09	6.7	8.0	20.42	20.01	20.18	18.14	6.44	10.35	13.24	12.9	17.2	4.32	9.03	5.09	10.28	15.18	23.82	4.5600000000000005	6.6	6.49	26.81	5.6	9.8	12.49
32.0	22.73	12.21	18.79	12.33	11.7	30.52	28.64	25.57	8.72	19.55	27.33	36.4	25.89	36.67	36.03	26.03	16.34	5.11	16.33	17.57	18.0	106.87	48.5	56.23	12.2	32.07	9.59	35.86	23.73	14.9	14.42	14.63	10.52	36.09	30.78	28.23	4.86	46.12	14.9	16.69	40.75	40.93	13.97	25.34	8.88	25.7	6.9	23.83	6.35	8.8	18.56	21.0	21.74	19.5	7.11	11.97	14.56	12.55	19.98	4.24	9.65	4.65	10.71	14.6	23.16	4.46	7.8	7.45	30.15	6.25	9.53	13.26
31.93	21.94	12.0	17.42	12.1	12.05	30.62	32.26	24.6	8.27	18.75	27.39	35.19	25.17	34.34	39.85	27.5	17.61	4.97	15.38	17.05	18.41	112.05	49.04	51.91	12.33	29.83	9.25	32.77	23.75	14.15	13.76	14.36	10.36	38.99	28.8	29.77	4.91	49.44	13.88	16.13	38.21	39.43	14.51	25.38	8.37	24.35	6.64	21.99	6.15	8.27	18.08	21.49	22.79	19.24	7.11	13.8	14.03	11.8	19.03	4.15	8.4	4.43	11.56	14.16	23.87	4.28	7.73	8.21	27.83	7.28	9.11	13.34
29.97	20.42	11.5	16.0	11.5	11.51	30.18	35.11	22.13	7.5	18.9	28.8	34.1	21.25	29.94	39.51	24.06	17.49	4.41	14.2	16.08	17.6	114.58	45.19	47.63	10.69	25.96	8.64	29.7	21.72	14.03	13.51	13.44	9.92	38.19	26.39	28.82	4.53	47.95	12.3	14.62	35.28	37.3	14.51	23.96	7.67	24.68	6.36	20.61	5.79	7.9	17.67	20.8	22.41	18.76	7.43	14.28	12.83	10.07	17.51	3.84	7.74	4.14	10.36	13.63	22.22	3.77	8.2	7.61	26.92	6.93	8.71	11.04
35.74	22.39	13.25	18.41	13.34	11.29	36.64	35.97	25.92	8.03	20.74	28.9	37.64	24.9	32.93	44.15	27.13	19.29	5.01	16.2	16.62	19.01	107.92	54.61	46.51	11.97	32.41	9.52	31.21	23.96	15.04	13.39	14.57	11.88	42.29	28.53	32.27	4.48	51.79	12.2	16.65	35.13	37.09	15.23	27.17	7.9	26.18	7.44	21.37	5.79	8.94	19.59	22.16	21.79	19.44	7.9	16.17	15.15	11.4	20.54	4.17	9.05	4.05	12.03	13.91	23.92	3.98	8.4	8.75	31.45	8.1	9.98	12.13
38.18	23.48	14.32	19.78	14.4	11.65	39.96	37.27	29.03	8.57	21.55	29.35	40.85	28.9	36.73	48.34	34.41	20.03	5.71	17.48	16.78	19.55	112.57	59.8	45.68	12.31	34.02	10.52	34.34	25.74	15.91	13.88	16.19	13.2	45.39	32.22	35.58	5.0	55.81	12.76	19.06	35.95	37.54	18.25	29.1	8.53	28.32	8.18	26.29	6.54	9.96	22.9	23.6	20.84	20.08	8.29	19.17	16.41	15.02	23.09	4.5600000000000005	10.57	5.0	13.1	14.44	24.61	4.84	8.19	9.35	34.4	10.94	10.85	14.81
38.64	24.13	14.39	20.2	14.45	12.8	41.07	37.86	30.49	8.94	21.38	28.05	42.0	29.0	38.62	53.11	34.63	20.85	5.7	18.1	17.87	21.03	110.15	55.92	47.49	14.31	37.02	10.93	38.9	25.75	15.97	14.13	17.41	13.82	50.37	31.46	38.09	5.85	60.18	13.59	20.48	38.94	40.51	17.64	29.73	9.41	28.41	9.03	31.74	7.09	11.49	24.2	25.85	21.59	20.9	8.4	20.52	18.05	19.23	23.81	4.8100000000000005	10.13	5.0	14.24	15.91	26.54	5.09	7.7	12.38	36.38	13.04	11.3	16.21
36.91	22.85	13.3	18.89	12.9	12.49	38.96	35.27	28.24	8.46	20.42	32.87	40.1	28.55	35.93	47.74	31.26	19.0	5.7	17.05	16.34	19.15	106.98	51.11	47.16	13.1	36.2	10.1	38.96	23.76	14.87	14.98	15.8	12.73	45.49	30.85	35.62	5.32	54.48	12.77	20.22	36.77	38.39	15.11	26.84	8.67	27.18	9.45	27.48	6.76	10.9	23.72	23.53	21.24	19.7	8.52	19.5	15.91	17.72	21.31	4.6	8.97	4.61	13.6	15.32	25.52	4.85	7.8	12.84	34.53	12.59	10.57	15.46
37.0	23.99	13.38	19.48	13.31	12.55	41.55	33.94	28.99	8.78	21.08	33.99	41.77	27.43	35.62	48.0	28.65	19.04	5.45	17.43	17.36	19.8	104.16	50.82	47.94	12.6	35.88	9.78	39.68	24.04	14.51	15.73	15.4	12.29	45.02	30.47	35.52	5.06	54.42	13.27	22.36	37.62	39.08	15.58	27.79	8.57	28.57	9.76	26.27	7.05	10.8	25.28	24.08	21.57	20.65	8.95	19.09	15.55	17.7	20.95	4.5	9.32	4.76	13.04	16.1	25.58	4.74	7.85	12.95	34.91	12.3	10.2	15.06
35.9	22.97	13.99	18.81	14.0	11.92	38.95	33.49	27.89	8.73	19.88	35.79	43.22	25.74	33.5	44.96	26.25	18.0	5.28	17.03	17.37	19.65	101.68	47.84	48.0	12.53	33.05	10.05	38.02	24.1	15.09	15.99	15.17	11.73	42.39	28.38	33.45	4.0	52.64	12.44	22.89	37.57	38.22	15.49	26.28	8.38	29.16	8.8	21.76	6.97	9.98	24.89	23.6	20.62	20.24	8.85	17.55	13.99	17.22	19.08	4.65	9.54	4.44	12.24	16.09	25.4	4.87	7.95	11.1	31.07	11.37	9.45	14.7
34.65	21.3	14.3	17.98	14.07	11.69	37.44	32.35	26.71	8.22	21.28	37.38	43.37	23.19	32.19	41.42	23.66	17.95	4.65	16.29	16.2	19.56	103.22	47.92	49.7	11.46	29.83	9.57	35.62	23.33	15.61	15.75	13.71	11.63	40.07	27.01	33.98	3.87	48.86	12.77	21.26	35.63	37.51	14.86	24.38	7.93	29.26	8.46	21.3	6.83	9.46	23.85	22.39	19.71	20.0	9.2	14.85	12.83	16.27	18.53	4.46	9.44	4.28	11.0	15.5	24.85	4.65	8.25	9.4	29.73	9.98	9.06	13.36
36.8	21.4	15.51	18.08	15.28	11.99	35.85	34.01	27.02	8.33	20.43	39.9	42.78	23.88	32.08	42.46	26.09	18.55	4.38	16.66	16.03	20.34	104.67	49.57	50.4	11.53	31.73	10.04	34.85	22.77	16.25	16.85	14.03	11.44	40.8	29.3	35.18	3.66	48.67	12.59	21.58	35.78	37.42	15.13	25.14	7.72	28.99	8.34	20.24	6.96	9.53	24.13	22.61	21.46	20.2	8.85	14.61	12.33	16.87	18.62	4.5600000000000005	9.25	4.23	11.4	15.22	24.49	4.59	8.57	10.25	29.32	10.13	9.0	13.98
35.85	20.57	15.34	17.41	15.17	11.39	35.5	32.81	25.5	8.07	19.94	39.8	40.5	23.68	30.9	37.35	23.27	17.44	4.1	16.01	15.68	20.64	94.84	44.95	48.91	11.12	32.13	9.33	33.23	22.59	15.26	16.61	13.54	11.25	37.74	28.51	33.95	3.7199999999999998	47.09	12.35	20.79	35.78	36.88	14.58	23.52	7.48	26.92	7.8100000000000005	20.64	6.24	8.85	23.86	21.36	21.17	19.21	8.62	14.1	12.65	15.62	18.14	4.18	8.48	3.98	11.23	14.61	24.42	4.04	8.75	9.9	28.65	9.47	8.25	13.13
37.21	22.08	15.77	19.06	15.99	11.86	38.16	33.2	27.86	8.67	20.61	40.02	43.13	26.44	34.68	43.61	27.95	19.5	4.36	17.63	16.59	20.76	96.84	53.66	50.55	12.43	35.25	9.7	35.33	22.92	17.68	16.49	15.55	12.04	42.99	29.54	38.17	4.2	50.04	13.38	20.71	37.86	38.15	15.5	26.06	7.99	28.87	9.25	21.8	6.54	9.14	23.76	22.95	21.26	20.0	9.32	15.6	13.07	16.56	19.68	4.34	8.86	4.05	11.97	15.71	25.09	4.03	9.0	10.33	30.4	10.15	9.35	13.63
38.5	22.9	16.4	19.77	16.39	12.41	40.05	37.21	29.17	8.93	19.4	37.19	43.78	28.96	36.93	48.68	29.17	20.46	4.42	18.61	16.27	19.61	100.32	57.3	49.81	12.87	38.02	10.32	37.27	24.23	17.53	16.1	17.88	12.13	48.29	29.83	39.3	4.48	51.4	13.38	21.39	37.96	37.75	16.89	26.96	8.15	29.22	9.27	26.01	6.9399999999999995	9.12	24.5	25.17	20.85	21.39	8.94	15.6	13.67	16.72	20.12	4.6	8.75	4.11	12.37	15.88	25.83	4.07	8.96	11.6	30.85	10.95	9.35	13.62
39.31	24.07	17.32	20.3	17.33	12.31	41.91	39.89	29.73	9.28	18.92	37.96	43.51	30.11	37.68	50.23	31.84	21.89	5.03	18.95	17.29	19.38	101.22	61.18	51.02	13.72	39.67	11.05	39.28	24.74	17.4	16.24	18.68	12.4	49.98	31.88	40.32	4.6	52.2	13.54	23.02	40.5	38.26	18.08	27.37	8.34	29.16	9.22	26.94	7.4	9.95	25.77	25.21	20.84	21.64	8.95	16.79	14.21	16.51	20.17	4.89	9.34	5.02	12.91	15.94	26.09	4.35	8.71	11.75	31.81	11.99	10.13	13.76
39.01	23.39	16.82	20.29	16.69	12.1	41.6	38.2	29.65	9.2	18.57	35.4	43.28	28.98	36.51	52.15	30.1	21.3	5.15	18.74	18.09	19.47	101.79	57.53	49.39	14.24	41.52	10.7	40.62	25.0	18.04	16.0	18.99	12.81	48.85	31.23	38.89	4.58	50.49	13.31	24.23	41.45	38.56	17.84	27.18	8.62	28.61	9.18	26.55	7.16	9.45	27.1	24.05	19.99	21.55	8.86	16.3	14.46	16.29	19.56	4.72	9.63	4.83	13.36	16.09	26.28	4.29	8.63	12.95	30.53	11.63	10.7	14.27
39.34	23.89	16.93	20.82	17.13	12.1	41.86	39.16	30.24	9.45	19.31	36.37	44.57	28.26	35.97	51.0	29.7	20.69	5.43	19.25	18.25	19.86	100.91	58.1	50.31	14.53	39.78	11.23	40.25	25.3	17.82	16.2	18.48	12.5	49.08	30.93	40.32	4.87	52.48	13.46	25.33	41.17	39.27	18.47	27.88	8.92	30.07	9.45	25.81	7.32	9.52	27.91	23.59	20.69	21.34	9.39	16.15	14.14	16.81	19.7	4.96	9.76	4.95	13.29	16.39	27.22	4.47	9.12	13.1	30.79	11.45	10.9	13.89
39.56	24.19	16.73	21.04	17.01	12.09	42.85	38.8	30.21	9.56	19.65	38.0	44.53	29.78	35.99	56.07	30.44	21.02	6.09	19.72	18.2	20.09	99.79	59.3	50.49	14.1	40.23	11.56	40.79	25.35	18.86	16.45	18.69	12.92	52.97	31.76	43.82	4.96	52.87	13.35	26.38	41.36	40.26	18.25	27.66	9.35	29.99	10.89	26.67	7.43	9.71	28.87	25.33	20.3	22.4	9.5	16.35	14.29	21.63	19.6	5.11	9.62	4.83	13.39	16.97	27.89	4.73	9.28	14.28	31.31	11.46	10.9	13.91
39.92	23.29	16.38	20.43	16.45	11.91	43.8	37.91	29.65	9.26	20.29	37.23	43.19	31.8	35.68	54.74	30.07	21.53	6.32	18.94	18.11	19.95	102.1	62.59	49.49	14.19	39.76	11.31	39.86	25.42	19.05	15.97	19.06	12.77	52.03	30.92	42.96	5.25	54.58	12.94	25.48	40.82	39.61	18.72	26.53	9.45	28.91	10.76	27.5	7.28	9.31	28.65	24.81	19.91	22.48	9.5	16.5	14.08	21.43	19.04	5.02	9.28	4.8100000000000005	13.44	17.1	28.0	4.66	9.37	14.5	30.64	12.28	10.69	14.28
39.31	22.71	15.72	19.91	15.97	11.45	45.52	37.92	28.8	8.98	20.34	36.18	42.76	32.33	35.58	54.93	29.51	22.37	6.41	18.57	18.16	19.35	104.88	64.47	47.72	14.21	39.4	11.58	40.31	25.02	19.27	15.94	18.12	12.26	51.94	30.95	41.91	5.11	55.52	13.24	24.81	41.55	39.77	19.27	25.51	9.51	28.72	10.74	27.97	7.43	9.38	27.81	25.02	20.52	22.72	9.39	16.0	13.91	21.6	18.8	5.1	9.25	4.62	13.35	16.93	28.14	4.51	9.9	14.6	30.32	11.76	10.12	14.29
39.53	23.12	16.13	20.29	16.53	11.6	44.54	38.36	29.58	9.1	20.83	35.84	44.0	33.34	37.43	55.6	31.97	21.75	6.48	18.81	18.75	20.24	103.8	61.59	46.54	14.05	40.28	12.3	41.0	25.14	19.05	15.85	18.0	12.69	52.38	31.13	42.99	5.04	52.38	13.02	24.9	42.62	39.33	19.59	26.12	9.54	29.61	10.84	28.46	7.58	9.59	28.05	25.34	20.39	23.72	9.38	16.19	14.21	21.0	20.95	5.4	9.55	4.53	13.36	16.8	27.97	4.59	9.5	14.67	31.31	12.0	10.34	13.53
40.59	22.54	15.95	19.64	16.38	11.61	48.43	39.0	28.99	8.93	20.87	34.92	42.46	33.46	38.93	57.54	33.94	23.01	6.59	18.36	19.04	20.04	108.33	64.44	47.05	14.2	39.28	11.85	40.36	25.46	18.92	15.95	18.26	13.14	54.05	31.14	45.32	5.09	55.31	12.82	24.66	44.41	39.9	19.58	25.58	9.46	28.84	10.85	28.46	7.31	10.15	27.93	26.46	20.08	24.58	9.57	16.68	15.47	20.89	21.6	5.2	9.2	4.4	13.7	17.19	28.38	4.63	9.5	14.56	32.61	12.07	10.92	14.26
42.01	22.27	16.75	19.57	16.98	11.62	50.49	40.82	28.86	8.92	21.31	35.21	42.9	35.0	40.85	56.85	36.43	25.17	7.4	18.36	19.23	20.77	110.9	75.49	47.78	14.4	41.67	11.7	42.46	26.14	19.45	16.53	18.65	13.29	53.29	33.45	47.1	5.08	58.01	13.48	25.59	47.09	40.29	20.01	24.97	9.54	29.36	10.06	30.23	7.33	10.47	28.66	28.1	20.94	24.25	10.33	16.31	15.89	20.76	23.2	5.17	8.97	4.41	14.6	17.55	28.46	4.78	10.11	14.85	34.4	11.9	11.26	15.21
41.25	21.95	16.95	19.29	17.17	11.55	49.42	39.49	28.05	8.8	21.31	36.56	43.51	34.6	39.38	54.28	34.92	24.46	7.36	17.83	18.47	20.98	106.83	72.55	47.33	14.54	40.37	11.93	41.2	25.39	19.51	16.96	17.9	13.09	50.95	30.62	44.92	4.9	58.07	13.35	24.03	45.17	40.13	19.45	24.67	9.26	29.4	9.2	28.37	7.49	10.61	27.45	27.19	20.59	24.2	10.47	16.37	15.84	20.69	22.98	5.32	9.27	4.26	14.18	16.95	28.31	4.72	10.09	13.92	35.58	12.11	11.52	14.69
37.0	20.79	15.95	17.78	15.91	11.11	47.33	38.61	24.3	8.36	21.05	39.13	43.76	33.23	37.6	52.04	32.92	22.5	6.38	15.88	17.71	20.55	104.43	68.45	44.24	13.49	37.29	10.93	36.72	23.66	18.55	17.25	16.57	12.04	49.99	29.79	43.83	4.61	54.97	12.2	20.9	42.21	37.54	17.62	23.1	8.23	29.69	8.25	27.04	7.07	9.3	23.84	25.68	19.98	23.11	10.45	13.99	13.87	18.93	20.58	4.85	8.28	4.08	13.0	16.01	26.42	4.3	10.13	11.99	32.15	10.67	10.32	13.12
39.23	21.47	16.45	18.3	16.63	11.61	49.45	40.5	25.69	8.63	22.85	40.1	44.55	35.4	38.59	54.79	33.44	24.0	7.57	16.4	18.45	20.67	105.93	74.93	45.69	14.31	39.93	11.32	39.83	24.54	20.56	17.82	17.85	12.31	52.67	29.11	44.39	4.6	57.88	12.55	21.39	44.32	39.37	19.39	24.07	8.3	30.3	8.6	27.78	7.24	9.55	24.66	25.05	20.12	23.4	11.5	14.11	14.11	21.49	21.06	5.03	7.66	4.11	13.7	16.57	28.05	4.3	11.23	12.36	33.65	10.92	10.78	13.49
39.8	23.25	17.25	19.91	17.84	11.7	51.74	41.48	29.14	9.24	23.38	38.65	44.61	35.06	40.14	56.0	35.14	25.19	9.04	18.01	18.84	20.2	110.43	76.95	45.3	14.58	44.25	11.98	40.92	24.5	20.31	17.94	18.97	12.84	53.4	29.03	46.38	4.98	60.7	12.54	22.93	46.21	39.54	19.28	26.83	8.84	29.75	8.18	28.5	7.8	10.35	26.12	25.61	19.81	23.41	12.54	16.05	15.9	22.34	21.76	5.27	8.17	4.18	14.77	16.87	29.02	4.67	11.9	14.15	35.11	12.19	10.84	15.1
39.9	23.55	18.2	20.57	18.81	11.67	50.56	41.3	29.56	9.22	24.0	38.72	46.73	36.32	40.49	57.0	36.08	25.77	9.18	18.71	18.62	19.76	108.46	77.53	45.76	15.37	43.5	12.46	41.23	25.21	20.38	17.55	20.16	13.08	54.35	29.65	47.14	5.59	60.55	13.09	23.88	45.94	39.29	19.55	27.89	9.18	31.32	9.32	30.15	9.02	10.67	26.53	26.64	20.19	23.29	12.51	17.12	16.91	21.95	22.37	5.5	8.82	4.23	15.65	16.97	28.4	5.06	12.3	14.19	35.45	13.34	11.04	15.19
38.42	22.67	18.05	19.09	18.46	11.34	49.65	39.84	28.5	8.96	23.84	39.41	44.86	35.52	38.34	54.81	34.13	24.88	9.18	17.5	18.09	19.79	104.66	73.0	44.38	14.5	42.06	11.74	40.08	25.75	19.39	17.81	19.1	12.35	52.44	28.86	44.28	5.54	59.08	12.76	23.27	43.43	38.42	19.67	26.61	8.95	29.86	9.29	30.35	8.95	10.04	26.62	25.92	19.99	22.8	12.84	17.4	15.76	21.14	20.89	5.15	8.65	4.06	15.15	17.0	27.45	4.8	12.26	13.8	32.73	12.4	10.49	14.78
38.38	21.81	17.38	18.24	17.87	11.76	51.38	39.74	27.76	8.66	22.77	40.5	43.93	34.4	37.16	53.5	33.35	25.26	9.5	16.84	17.77	19.7	104.45	73.82	46.99	14.6	40.98	11.47	39.91	24.54	18.4	17.78	19.14	12.18	51.16	28.48	42.45	5.22	58.29	13.45	22.0	41.76	38.19	19.96	25.37	8.69	28.91	8.72	28.53	8.22	9.35	25.15	24.53	20.03	21.71	12.47	15.16	14.69	21.1	19.98	5.1	7.72	3.94	14.84	16.94	27.84	4.68	12.65	12.91	31.13	11.15	10.16	14.14
38.74	22.61	17.94	18.26	18.48	11.94	50.14	38.91	27.8	8.87	22.76	41.6	43.7	34.52	36.3	54.7	33.57	25.54	9.7	16.81	17.94	19.65	104.0	74.61	48.12	14.43	41.16	11.51	41.7	24.15	18.34	18.7	19.36	12.5	51.9	27.77	43.52	4.96	59.96	13.9	21.92	42.77	38.23	20.23	24.78	8.7	28.53	8.19	28.84	7.95	9.1	25.05	24.27	19.85	21.52	12.5	15.16	14.71	20.68	19.69	5.14	7.5	3.91	14.66	16.85	28.73	4.61	12.5	12.39	30.54	11.78	10.5	13.69
